index,rank,song,artist_base,artist_all,year,artist_featured
19,20,i love you,climax blues band,climax blues band,1981,
20,21,woman,john lennon,john lennon,1981,
21,22,sukiyaki,a taste of honey,a taste of honey,1981,
22,23,the winner takes it all,abba,abba,1981,
23,24,stars on 45 medley,stars on 45,stars on 45,1981,
24,25,angel of the morning,juice newton,juice newton,1981,
25,26,love on the rocks,neil diamond,neil diamond,1981,
26,27,every woman in the world,air supply,air supply,1981,
27,28,the one that you love,air supply,air supply,1981,
28,29,guilty,barbra streisand,barbra streisand  &  barry gibb,1981,
29,30,the best of times,styx,styx,1981,
30,31,elvira,the oak ridge boys,the oak ridge boys,1981,
31,32,take it on the run,reo speedwagon,reo speedwagon,1981,
32,33,(there's) no gettin' over me,ronnie milsap,ronnie milsap,1981,
33,34,living inside myself,gino vannelli,gino vannelli,1981,
34,35,woman in love,barbra streisand,barbra streisand,1981,
35,36,the boy from new york city,the manhattan transfer,the manhattan transfer,1981,
36,37,urgent,foreigner,foreigner,1981,
37,38,passion,rod stewart,rod stewart,1981,
38,39,lady (you bring me up),commodores,commodores,1981,
39,40,crying,don mclean,don mclean,1981,
40,41,hearts,marty balin,marty balin,1981,
41,42,it's my turn,diana ross,diana ross,1981,
42,43,you make my dreams,hall & oates,hall & oates,1981,
43,44,i don't need you,kenny rogers,kenny rogers,1981,
44,45,how 'bout us,champaign,champaign,1981,
45,46,hit me with your best shot,pat benatar,pat benatar,1981,
46,47,the breakup song (they don't write 'em),the greg kihn band,the greg kihn band,1981,
47,48,time,the alan parsons project,the alan parsons project,1981,
48,49,hungry heart,bruce springsteen,bruce springsteen,1981,
49,50,sweetheart,franke and the knockouts,franke and the knockouts,1981,
50,51,somebody's knockin',terri gibbs,terri gibbs,1981,
51,52,more than i can say,leo sayer,leo sayer,1981,
52,53,together,tierra,tierra,1981,
53,54,too much time on my hands,styx,styx,1981,
54,55,what are we doin' in love,dottie west,dottie west  &  kenny rogers,1981,
55,56,who's crying now,journey,journey,1981,
56,57,"de do do do, de da da da",the police,the police,1981,
57,58,this little girl,gary u.s. bonds,gary u.s. bonds,1981,
58,59,stop draggin' my heart around,stevie nicks,stevie nicks  &  tom petty,1981,
59,60,giving it up for your love,delbert mcclinton,delbert mcclinton,1981,
60,61,a little in love,cliff richard,cliff richard,1981,
61,62,america,neil diamond,neil diamond,1981,
62,63,ain't even done with the night,john mellencamp,john cougar,1981,
63,64,arthur's theme (best that you can do),christopher cross,christopher cross,1981,
64,65,another one bites the dust,queen,queen,1981,
65,66,games people play,the alan parsons project,the alan parsons project,1981,
66,67,i can't stand it,eric clapton,eric clapton,1981,
67,68,while you see a chance,steve winwood,steve winwood,1981,
68,69,master blaster (jammin'),stevie wonder,stevie wonder,1981,
69,70,hello again,neil diamond,neil diamond,1981,
70,71,don't stand so close to me,the police,the police,1981,
71,72,hey nineteen,steely dan,steely dan,1981,
72,73,i ain't gonna stand for it,stevie wonder,stevie wonder,1981,
73,74,all those years ago,george harrison,george harrison,1981,
74,75,step by step,eddie rabbitt,eddie rabbitt,1981,
75,76,the stroke,billy squier,billy squier,1981,
76,77,feels so right,alabama,alabama,1981,
77,78,sweet baby,stanley clarke,stanley clarke  &  george duke,1981,
78,79,same old lang syne,dan fogelberg,dan fogelberg,1981,
79,80,cool love,pablo cruise,pablo cruise,1981,
80,81,hold on tight,electric light orchestra,electric light orchestra,1981,
81,82,it's now or never,john schneider,john schneider,1981,
82,83,treat me right,pat benatar,pat benatar,1981,
83,84,winning,santana,santana,1981,
84,85,what kind of fool,barbra streisand,barbra streisand  &  barry gibb,1981,
85,86,watching the wheels,john lennon,john lennon,1981,
86,87,tell it like it is,heart,heart,1981,
87,88,smoky mountain rain,ronnie milsap,ronnie milsap,1981,
88,89,i made it through the rain,barry manilow,barry manilow,1981,
89,90,you've lost that lovin' feelin',hall & oates,hall & oates,1981,
90,91,suddenly,olivia newton-john,olivia newton-john  &  cliff richard,1981,
91,92,for your eyes only,sheena easton,sheena easton,1981,
92,93,the beach boys medley,the beach boys,the beach boys,1981,
93,94,whip it,devo,devo,1981,
94,95,modern girl,sheena easton,sheena easton,1981,
95,96,really wanna know you,gary wright,gary wright,1981,
96,97,seven year ache,rosanne cash,rosanne cash,1981,
97,98,i'm coming out,diana ross,diana ross,1981,
98,99,miss sun,boz scaggs,boz scaggs,1981,
99,100,time is time,andy gibb,andy gibb,1981,
0,1,physical,olivia newton-john,olivia newton-john,1982,
1,2,eye of the tiger,survivor,survivor,1982,
2,3,i love rock 'n roll,joan jett,joan jett & the blackhearts,1982,
3,4,ebony and ivory,paul mccartney,paul mccartney  and  stevie wonder,1982,
4,5,centerfold,the j. geils band,the j. geils band,1982,
5,6,don't you want me,the human league,the human league,1982,
6,7,jack & diane,john mellencamp,john cougar,1982,
7,8,hurts so good,john cougar,john cougar,1982,
8,9,abracadabra,steve miller band,steve miller band,1982,
9,10,hard to say i'm sorry,chicago,chicago,1982,
10,11,tainted love,soft cell,soft cell,1982,
11,12,chariots of fire,vangelis,vangelis,1982,
12,13,harden my heart,quarterflash,quarterflash,1982,
13,14,rosanna,toto,toto,1982,
14,15,i can't go for that (no can do),hall & oates,hall & oates,1982,
15,16,867-5309/jenny,tommy tutone,tommy tutone,1982,
16,17,key largo,bertie higgins,bertie higgins,1982,
17,18,you should hear how she talks about you,melissa manchester,melissa manchester,1982,
18,19,waiting for a girl like you,foreigner,foreigner,1982,
19,20,don't talk to strangers,frida,rick springfield,1982,
20,21,the sweetest thing (i've ever known),juice newton,juice newton,1982,
21,22,always on my mind,willie nelson,willie nelson,1982,
22,23,shake it up,the cars,the cars,1982,
23,24,let it whip,dazz band,dazz band,1982,
24,25,we got the beat,the go-go's,the go-go's,1982,
25,26,the other woman,ray parker jr.,ray parker jr.,1982,
26,27,turn your love around,george benson,george benson,1982,
27,28,sweet dreams,air supply,air supply,1982,
28,29,only the lonely,the motels,the motels,1982,
29,30,who can it be now?,men at work,men at work,1982,
30,31,hold me,fleetwood mac,fleetwood mac,1982,
31,32,eye in the sky,the alan parsons project,the alan parsons project,1982,
32,33,let's groove,"earth, wind & fire","earth, wind & fire",1982,
33,34,open arms,journey,journey,1982,
34,35,leader of the band,dan fogelberg,dan fogelberg,1982,
35,36,leather and lace,stevie nicks,stevie nicks  and  don henley,1982,
36,37,even the nights are better,air supply,air supply,1982,
37,38,i've never been to me,charlene,charlene,1982,
38,39,'65 love affair,paul davis,paul davis,1982,
39,40,heat of the moment,asia,asia,1982,
40,41,take it easy on me,little river band,little river band,1982,
41,42,pac-man fever,buckner & garcia,buckner & garcia,1982,
42,43,that girl,stevie wonder,stevie wonder,1982,
43,44,private eyes,hall & oates,hall & oates,1982,
44,45,trouble,lindsey buckingham,lindsey buckingham,1982,
45,46,making love,roberta flack,roberta flack,1982,
46,47,love's been a little bit hard on me,juice newton,juice newton,1982,
47,48,young turks,rod stewart,rod stewart,1982,
48,49,freeze-frame,the j. geils band,the j. geils band,1982,
49,50,keep the fire burnin',reo speedwagon,reo speedwagon,1982,
50,51,do you believe in love,huey lewis and the news,huey lewis and the news,1982,
51,52,cool night,paul davis,paul davis,1982,
52,53,caught up in you,.38 special,.38 special,1982,
53,54,why do fools fall in love?,diana ross,diana ross,1982,
54,55,love in the first degree,alabama,alabama,1982,
55,56,hooked on classics,royal philharmonic orchestra,royal philharmonic orchestra,1982,
56,57,wasted on the way,"crosby, stills, nash & young","crosby, stills & nash",1982,
57,58,think i'm in love,eddie money,eddie money,1982,
58,59,love is in control (finger on the trigger),donna summer,donna summer,1982,
59,60,personally,karla bonoff,karla bonoff,1982,
60,61,one hundred ways,quincy jones,quincy jones  featuring  james ingram,1982, james ingram
61,62,blue eyes,elton john,elton john,1982,
62,63,our lips are sealed,the go-go's,the go-go's,1982,
63,64,you could have been with me,sheena easton,sheena easton,1982,
64,65,you can do magic,america,america,1982,
65,66,did it in a minute,hall & oates,hall & oates,1982,
66,67,i ran (so far away),a flock of seagulls,a flock of seagulls,1982,
67,68,somebody's baby,jackson browne,jackson browne,1982,
68,69,oh no,commodores,commodores,1982,
69,70,take it away,paul mccartney,paul mccartney,1982,
70,71,it's gonna take a miracle,deniece williams,deniece williams,1982,
71,72,love will turn you around,kenny rogers,kenny rogers,1982,
72,73,don't stop believin',journey,journey,1982,
73,74,comin' in and out of your life,barbra streisand,barbra streisand,1982,
74,75,gloria,laura branigan,laura branigan,1982,
75,76,empty garden (hey hey johnny),elton john,elton john,1982,
76,77,yesterday's songs,neil diamond,neil diamond,1982,
77,78,crimson and clover,joan jett,joan jett & the blackhearts,1982,
78,79,every little thing she does is magic,the police,the police,1982,
79,80,here i am,air supply,air supply,1982,
80,81,i keep forgettin' (every time you're near),michael mcdonald,michael mcdonald,1982,
81,82,get down on it,kool & the gang,kool & the gang,1982,
82,83,any day now,ronnie milsap,ronnie milsap,1982,
83,84,make a move on me,olivia newton-john,olivia newton-john,1982,
84,85,take my heart (you can have it if you want it),kool & the gang,kool & the gang,1982,
85,86,mirror mirror,diana ross,diana ross,1982,
86,87,vacation,the go-go's,the go-go's,1982,
87,88,"oh, pretty woman",van halen,van halen,1982,
88,89,should i do it,the pointer sisters,the pointer sisters,1982,
89,90,hot in the city,billy idol,billy idol,1982,
90,91,kids in america,kim wilde,kim wilde,1982,
91,92,man on your mind,little river band,little river band,1982,
92,93,what's forever for,michael martin murphey,michael murphey,1982,
93,94,waiting on a friend,the rolling stones,the rolling stones,1982,
94,95,do i do,stevie wonder,stevie wonder,1982,
95,96,working for the weekend,loverboy,loverboy,1982,
96,97,goin' down,greg guidry,greg guidry,1982,
97,98,arthur's theme (best that you can do),christopher cross,christopher cross,1982,
98,99,through the years,kenny rogers,kenny rogers,1982,
99,100,edge of seventeen,stevie nicks,stevie nicks,1982,
0,1,every breath you take,the police,the police,1983,
1,2,billie jean,michael jackson,michael jackson,1983,
2,3,flashdance... what a feeling,irene cara,irene cara,1983,
3,4,down under,men at work,men at work,1983,
4,5,beat it,michael jackson,michael jackson,1983,
5,6,total eclipse of the heart,bonnie tyler,bonnie tyler,1983,
6,7,maneater,hall & oates,hall & oates,1983,
7,8,"baby, come to me",patti austin,patti austin  and  james ingram,1983,
8,9,maniac,michael sembello,michael sembello,1983,
9,10,sweet dreams (are made of this),eurythmics,eurythmics,1983,
10,11,do you really want to hurt me,culture club,culture club,1983,
11,12,you and i,eddie rabbitt,eddie rabbitt  and  crystal gayle,1983,
12,13,come on eileen,dexys midnight runners,dexys midnight runners,1983,
13,14,shame on the moon,bob seger & the silver bullet band,bob seger & the silver bullet band,1983,
14,15,she works hard for the money,donna summer,donna summer,1983,
15,16,never gonna let you go,sérgio mendes,sérgio mendes,1983,
16,17,hungry like the wolf,duran duran,duran duran,1983,
17,18,let's dance,david bowie,david bowie,1983,
18,19,twilight zone,golden earring,golden earring,1983,
19,20,i know there's something going on,anni-frid lyngstad,frida,1983,
20,21,jeopardy,the greg kihn band,the greg kihn band,1983,
21,22,electric avenue,eddy grant,eddy grant,1983,
22,23,she blinded me with science,thomas dolby,thomas dolby,1983,
23,24,africa,toto,toto,1983,
24,25,little red corvette,prince,prince,1983,
25,26,back on the chain gang,the pretenders,the pretenders,1983,
26,27,up where we belong,joe cocker,joe cocker  and  jennifer warnes,1983,
27,28,mr. roboto,styx,styx,1983,
28,29,you are,lionel richie,lionel richie,1983,
29,30,der kommissar,after the fire,after the fire,1983,
30,31,puttin' on the ritz,taco,taco,1983,
31,32,sexual healing,marvin gaye,marvin gaye,1983,
32,33,(keep feeling) fascination,the human league,the human league,1983,
33,34,time (clock of the heart),culture club,culture club,1983,
34,35,the safety dance,men without hats,men without hats,1983,
35,36,mickey,toni basil,toni basil,1983,
36,37,you can't hurry love,phil collins,phil collins,1983,
37,38,separate ways (worlds apart),journey,journey,1983,
38,39,one on one,hall & oates,hall & oates,1983,
39,40,we've got tonight,kenny rogers,kenny rogers  and  sheena easton,1983,
40,41,1999,prince,prince,1983,
41,42,stray cat strut,stray cats,stray cats,1983,
42,43,allentown,billy joel,billy joel,1983,
43,44,stand back,stevie nicks,stevie nicks,1983,
44,45,tell her about it,billy joel,billy joel,1983,
45,46,always something there to remind me,naked eyes,naked eyes,1983,
46,47,truly,lionel richie,lionel richie,1983,
47,48,dirty laundry,don henley,don henley,1983,
48,49,the girl is mine,michael jackson,michael jackson  and  paul mccartney,1983,
49,50,too shy,kajagoogoo,kajagoogoo,1983,
50,51,goody two-shoes,adam ant,adam ant,1983,
51,52,rock the casbah,the clash,the clash,1983,
52,53,our house,madness,madness,1983,
53,54,overkill,men at work,men at work,1983,
54,55,is there something i should know?,duran duran,duran duran,1983,
55,56,gloria,laura branigan,laura branigan,1983,
56,57,affair of the heart,rick springfield,rick springfield,1983,
57,58,she's a beauty,the tubes,the tubes,1983,
58,59,solitaire,laura branigan,laura branigan,1983,
59,60,don't let it end,styx,styx,1983,
60,61,how am i supposed to live without you,laura branigan,laura branigan,1983,
61,62,china girl,david bowie,david bowie,1983,
62,63,come dancing,the kinks,the kinks,1983,
63,64,"promises, promises",naked eyes,naked eyes,1983,
64,65,the other guy,little river band,little river band,1983,
65,66,making love out of nothing at all,air supply,air supply,1983,
66,67,family man,hall & oates,hall & oates,1983,
67,68,wanna be startin' somethin',michael jackson,michael jackson,1983,
68,69,i won't hold you back,toto,toto,1983,
69,70,all right,christopher cross,christopher cross,1983,
70,71,straight from the heart,bryan adams,bryan adams,1983,
71,72,heart to heart,kenny loggins,kenny loggins,1983,
72,73,my love,lionel richie,lionel richie,1983,
73,74,i'm still standing,elton john,elton john,1983,
74,75,hot girls in love,loverboy,loverboy,1983,
75,76,it's a mistake,men at work,men at work,1983,
76,77,i'll tumble 4 ya,culture club,culture club,1983,
77,78,all this love,debarge,debarge,1983,
78,79,your love is driving me crazy,sammy hagar,sammy hagar,1983,
79,80,heartbreaker,dionne warwick,dionne warwick,1983,
80,81,faithfully,journey,journey,1983,
81,82,steppin' out,joe jackson,joe jackson,1983,
82,83,take me to heart,quarterflash,quarterflash,1983,
83,84,(she's) sexy + 17,stray cats,stray cats,1983,
84,85,try again,champaign,champaign,1983,
85,86,dead giveaway,shalamar,shalamar,1983,
86,87,lawyers in love,jackson browne,jackson browne,1983,
87,88,what about me,moving pictures,moving pictures,1983,
88,89,human nature,michael jackson,michael jackson,1983,
